Age My	Age ky before 2015	δ18O	Tdo	Ts	T anomaly
18.9404	18940.5	2.25	3.63	18.78	4.78
18.9415	18941.6	2.45	3.90	19.05	5.05
18.9423	18942.4	1.94	3.82	18.97	4.97
18.9434	18943.5	2.09	3.73	18.88	4.88
18.9446	18944.7	2.23	3.90	19.05	5.05
18.946	18946.1	2.42	3.79	18.94	4.94
18.9473	18947.4	2.13	4.01	19.16	5.16
18.9485	18948.6	2.15	4.24	19.39	5.39
18.9497	18949.8	1.67	4.32	19.47	5.47
18.9508	18950.9	1.81	4.22	19.37	5.37
18.9519	18952.0	2.26	4.13	19.28	5.28
18.9533	18953.4	2.32	3.83	18.98	4.98
18.955	18955.1	2.33	3.51	18.66	4.66
18.9569	18957.0	2.23	3.33	18.48	4.48
18.9587	18958.8	2.40	3.30	18.45	4.45
18.9607	18960.8	2.60	3.09	18.24	4.24
18.9625	18962.6	2.38	3.09	18.24	4.24
18.9645	18964.6	2.73	2.81	17.96	3.96
18.9663	18966.4	2.23	3.02	18.17	4.17
18.9684	18968.5	2.92	2.83	17.98	3.98
18.9702	18970.3	2.21	3.12	18.27	4.27
18.9724	18972.5	2.73	2.89	18.04	4.04
18.9742	18974.3	2.18	3.33	18.48	4.48
18.9765	18976.6	2.67	3.17	18.32	4.32
18.9783	18978.4	2.09	3.45	18.6	4.6
18.9806	18980.7	2.51	3.52	18.67	4.67
18.9823	18982.4	2.20	3.74	18.89	4.89
18.9848	18984.9	2.05	3.46	18.61	4.61
18.9867	18986.8	2.27	3.82	18.97	4.97
18.9886	18988.7	2.60	3.98	19.13	5.13
18.9902	18990.3	1.85	4.01	19.16	5.16
18.9919	18992.0	1.89	3.94	19.09	5.09
18.9934	18993.5	2.00	4.16	19.31	5.31
18.995	18995.1	2.40	3.91	19.06	5.06
18.9972	18997.3	2.18	3.77	18.92	4.92
18.9991	18999.2	2.32	3.58	18.73	4.73
19.0014	19001.5	2.16	3.60	18.75	4.75
19.0033	19003.4	2.35	3.19	18.34	4.34
19.0056	19005.7	2.36	3.23	18.38	4.38
19.0075	19007.6	2.96	3.09	18.24	4.24
19.0098	19009.9	2.23	3.26	18.41	4.41
19.0117	19011.8	2.43	3.14	18.29	4.29
19.0139	19014.0	2.04	3.56	18.71	4.71
19.0159	19016.0	2.58	3.42	18.57	4.57
19.0181	19018.2	2.17	3.57	18.72	4.72
19.0201	19020.2	2.49	3.36	18.51	4.51
19.0222	19022.3	2.16	3.69	18.84	4.84
19.0242	19024.3	2.42	3.42	18.57	4.57
19.0264	19026.5	1.96	3.69	18.84	4.84
19.0284	19028.5	2.69	3.52	18.67	4.67
19.0305	19030.6	1.98	3.65	18.8	4.8
19.0325	19032.6	2.47	3.25	18.4	4.4
19.0345	19034.6	2.18	3.46	18.61	4.61
19.0361	19036.2	2.72	3.53	18.68	4.68
19.0378	19037.9	2.29	3.54	18.69	4.69
19.0393	19039.4	1.84	3.38	18.53	4.53
19.0413	19041.4	2.46	3.53	18.68	4.68
19.0434	19043.5	2.47	3.33	18.48	4.48
19.0458	19045.9	2.45	3.10	18.25	4.25
19.0488	19048.9	2.66	3.30	18.45	4.45
19.0519	19052.0	2.28	3.21	18.36	4.36
19.0548	19054.9	2.08	3.40	18.55	4.55
19.0574	19057.5	2.63	3.66	18.81	4.81
19.0598	19059.9	2.10	3.71	18.86	4.86
19.0617	19061.8	2.17	3.86	19.01	5.01
19.0633	19063.4	2.18	4.07	19.22	5.22
19.0645	19064.6	1.81	3.90	19.05	5.05
19.066	19066.1	2.23	3.74	18.89	4.89
19.0681	19068.2	2.43	3.86	19.01	5.01
19.07	19070.1	2.46	3.55	18.7	4.7
19.0719	19072.0	1.95	3.31	18.46	4.46
19.0746	19074.7	2.40	3.22	18.37	4.37
19.0773	19077.4	2.68	3.22	18.37	4.37
19.0797	19079.8	2.60	2.83	17.98	3.98
19.0825	19082.6	2.45	2.65	17.8	3.8
19.086	19086.1	2.69	2.68	17.83	3.83
19.0888	19088.9	2.73	2.71	17.86	3.86
19.0917	19091.8	2.63	2.75	17.9	3.9
19.095	19095.1	2.54	2.82	17.97	3.97
19.0977	19097.8	2.37	3.07	18.22	4.22
19.1006	19100.7	2.56	3.28	18.43	4.43
19.1038	19103.9	2.27	3.34	18.49	4.49
19.1075	19107.6	2.24	3.09	18.24	4.24
19.111	19111.1	2.42	3.15	18.3	4.3
19.1151	19115.2	2.85	2.99	18.14	4.14
19.1185	19118.6	2.44	2.68	17.83	3.83
19.122	19122.1	2.56	2.62	17.77	3.77
19.1248	19124.9	2.83	2.78	17.93	3.93
19.1273	19127.4	2.54	2.71	17.86	3.86
19.1291	19129.2	2.54	2.98	18.13	4.13
19.1312	19131.3	2.58	3.27	18.42	4.42
19.1333	19133.4	2.05	3.28	18.43	4.43
19.1347	19134.8	2.28	3.47	18.62	4.62
19.1368	19136.9	2.53	3.77	18.92	4.92
19.1393	19139.4	2.18	3.55	18.7	4.7
19.1413	19141.4	2.01	3.69	18.84	4.84
19.1432	19143.3	2.46	3.94	19.09	5.09
19.1455	19145.6	2.02	3.92	19.07	5.07
19.1475	19147.6	2.07	3.87	19.02	5.02
19.1489	19149.0	2.22	3.80	18.95	4.95
19.1507	19150.8	2.09	3.83	18.98	4.98
19.1525	19152.6	2.60	3.91	19.06	5.06
19.154	19154.1	1.96	3.77	18.92	4.92
19.1554	19155.5	1.92	3.83	18.98	4.98
19.1571	19157.2	2.48	4.14	19.29	5.29
19.1589	19159.0	1.98	4.09	19.24	5.24
19.1606	19160.7	2.03	3.68	18.83	4.83
19.1623	19162.4	2.04	3.53	18.68	4.68
19.1641	19164.2	2.70	3.28	18.43	4.43
19.1659	19166.0	2.76	3.34	18.49	4.49
19.1674	19167.5	2.45	3.08	18.23	4.23
19.1689	19169.0	1.91	3.54	18.69	4.69
19.1705	19170.6	2.53	3.91	19.06	5.06
19.1721	19172.2	1.84	4.16	19.31	5.31
19.1737	19173.8	2.07	4.01	19.16	5.16
19.1757	19175.8	1.98	4.25	19.4	5.4
19.1775	19177.6	2.18	4.10	19.25	5.25
19.1794	19179.5	2.09	4.17	19.32	5.32
19.1813	19181.4	2.12	3.97	19.12	5.12
19.1829	19183.0	1.93	4.09	19.24	5.24
19.1844	19184.5	2.37	4.07	19.22	5.22
19.1858	19185.9	1.94	3.95	19.1	5.1
19.1874	19187.5	2.14	3.82	18.97	4.97
19.189	19189.1	2.34	3.61	18.76	4.76
19.1904	19190.5	2.18	3.68	18.83	4.83
19.1915	19191.6	2.76	3.61	18.76	4.76
19.1931	19193.2	1.80	3.58	18.73	4.73
19.1943	19194.4	2.28	3.45	18.6	4.6
19.1956	19195.7	2.39	3.71	18.86	4.86
19.1972	19197.3	2.43	3.61	18.76	4.76
19.1988	19198.9	2.27	3.51	18.66	4.66
19.2007	19200.8	1.98	3.43	18.58	4.58
19.2025	19202.6	2.48	3.51	18.66	4.66
19.2048	19204.9	2.53	3.86	19.01	5.01
19.2068	19206.9	2.29	3.49	18.64	4.64
19.2086	19208.7	1.61	3.81	18.96	4.96
19.2104	19210.5	2.67	4.14	19.29	5.29
19.2122	19212.3	1.88	3.99	19.14	5.14
19.2141	19214.2	1.92	3.79	18.94	4.94
19.216	19216.1	2.56	3.89	19.04	5.04
19.2187	19218.8	1.98	4.05	19.2	5.2
19.2209	19221.0	2.49	3.71	18.86	4.86
19.2235	19223.6	1.59	4.11	19.26	5.26
19.2258	19225.9	2.55	3.97	19.12	5.12
19.2284	19228.5	1.81	4.30	19.45	5.45
19.2305	19230.6	2.24	3.85	19	5
19.2329	19233.0	1.87	3.94	19.09	5.09
19.235	19235.1	2.43	3.65	18.8	4.8
19.2374	19237.5	2.39	3.53	18.68	4.68
19.2395	19239.6	2.36	3.09	18.24	4.24
19.2419	19242.0	2.45	3.11	18.26	4.26
19.2442	19244.3	2.70	3.20	18.35	4.35
19.2462	19246.3	2.39	3.09	18.24	4.24
19.248	19248.1	2.23	3.54	18.69	4.69
19.2497	19249.8	2.56	3.75	18.9	4.9
19.2523	19252.4	1.60	3.81	18.96	4.96
19.2549	19255.0	2.31	3.71	18.86	4.86
19.2581	19258.2	2.29	3.97	19.12	5.12
19.2616	19261.7	2.41	3.54	18.69	4.69
19.265	19265.1	2.07	3.58	18.73	4.73
19.2675	19267.6	2.40	3.67	18.82	4.82
19.2694	19269.5	2.25	3.82	18.97	4.97
19.2712	19271.3	2.12	3.71	18.86	4.86
19.2728	19272.9	2.13	3.85	19	5
19.2743	19274.4	2.27	3.68	18.83	4.83
19.2756	19275.7	2.14	3.68	18.83	4.83
19.2775	19277.6	2.56	3.57	18.72	4.72
19.2793	19279.4	2.12	3.51	18.66	4.66
19.2815	19281.6	2.35	3.25	18.4	4.4
19.2842	19284.3	2.38	3.52	18.67	4.67
19.2872	19287.3	2.62	3.40	18.55	4.55
19.2902	19290.3	2.06	3.50	18.65	4.65
19.2929	19293.0	2.34	3.41	18.56	4.56
19.2952	19295.3	2.17	3.64	18.79	4.79
19.2976	19297.7	2.54	3.60	18.75	4.75
19.2999	19300.0	2.19	3.65	18.8	4.8
19.3023	19302.4	2.13	3.65	18.8	4.8
19.3046	19304.7	2.26	3.61	18.76	4.76
19.3069	19307.0	2.16	3.58	18.73	4.73
19.309	19309.1	2.61	3.23	18.38	4.38
19.3107	19310.8	2.25	3.15	18.3	4.3
19.3122	19312.3	2.79	2.74	17.89	3.89
19.3137	19313.8	2.41	2.82	17.97	3.97
19.3151	19315.2	2.92	2.42	17.57	3.57
19.3166	19316.7	2.46	2.70	17.85	3.85
19.318	19318.1	3.00	2.55	17.7	3.7
19.3195	19319.6	2.27	2.91	18.06	4.06
19.3213	19321.4	2.69	2.96	18.11	4.11
19.323	19323.1	2.25	3.14	18.29	4.29
19.3249	19325.0	2.36	2.89	18.04	4.04
19.3276	19327.7	2.67	3.02	18.17	4.17
19.33	19330.1	2.73	2.75	17.9	3.9
19.3325	19332.6	2.46	2.87	18.02	4.02
19.3348	19334.9	2.74	2.89	18.04	4.04
19.337	19337.1	2.14	3.03	18.18	4.18
19.3386	19338.7	2.64	2.95	18.1	4.1
19.3404	19340.5	2.46	3.42	18.57	4.57
19.3417	19341.8	2.62	3.36	18.51	4.51
19.3433	19343.4	1.85	3.27	18.42	4.42
19.3454	19345.5	2.25	3.32	18.47	4.47
19.3478	19347.9	2.81	3.24	18.39	4.39
19.3502	19350.3	2.37	2.94	18.09	4.09
19.3528	19352.9	2.77	2.67	17.82	3.82
19.3557	19355.8	2.42	3.04	18.19	4.19
19.358	19358.1	2.74	2.69	17.84	3.84
19.3601	19360.2	2.13	2.62	17.77	3.77
19.362	19362.1	3.03	2.49	17.64	3.64
19.3639	19364.0	2.89	2.83	17.98	3.98
19.3653	19365.4	2.66	2.59	17.74	3.74
19.3665	19366.6	2.11	2.80	17.95	3.95
19.3673	19367.4	2.57	3.13	18.28	4.28
19.3683	19368.4	2.64	3.25	18.4	4.4
19.3689	19369.0	2.28	2.87	18.02	4.02
19.3698	19369.9	2.43	2.96	18.11	4.11
19.3709	19371.0	2.83	2.92	18.07	4.07
19.372	19372.1	2.40	2.77	17.92	3.92
19.3733	19373.4	2.71	2.59	17.74	3.74
19.3746	19374.7	2.57	2.79	17.94	3.94
19.3761	19376.2	2.76	2.68	17.83	3.83
19.3775	19377.6	2.46	2.88	18.03	4.03
19.3789	19379.0	2.60	2.78	17.93	3.93
19.3803	19380.4	2.34	3.11	18.26	4.26
19.382	19382.1	2.75	2.73	17.88	3.88
19.3834	19383.5	2.14	2.89	18.04	4.04
19.385	19385.1	3.17	3.01	18.16	4.16
19.3867	19386.8	2.31	3.30	18.45	4.45
19.3884	19388.5	2.12	3.26	18.41	4.41
19.39	19390.1	2.20	3.77	18.92	4.92
19.3919	19392.0	2.22	3.70	18.85	4.85
19.3936	19393.7	2.20	3.63	18.78	4.78
19.3956	19395.7	2.44	3.61	18.76	4.76
19.3971	19397.2	2.26	3.53	18.68	4.68
19.3991	19399.2	2.24	3.52	18.67	4.67
19.4007	19400.8	2.37	3.52	18.67	4.67
19.4024	19402.5	2.22	3.69	18.84	4.84
19.4037	19403.8	2.44	3.65	18.8	4.8
19.4053	19405.4	1.94	3.64	18.79	4.79
19.4066	19406.7	2.31	3.58	18.73	4.73
19.4082	19408.3	2.39	3.39	18.54	4.54
19.4098	19409.9	2.34	3.08	18.23	4.23
19.4117	19411.8	2.79	2.90	18.05	4.05
19.4134	19413.5	2.52	2.87	18.02	4.02
19.4153	19415.4	2.64	2.98	18.13	4.13
19.4168	19416.9	2.45	3.23	18.38	4.38
19.4183	19418.4	2.13	3.12	18.27	4.27
19.4197	19419.8	2.33	3.28	18.43	4.43
19.4214	19421.5	2.72	3.30	18.45	4.45
19.4227	19422.8	2.34	3.16	18.31	4.31
19.4243	19424.4	2.41	3.19	18.34	4.34
19.4258	19425.9	2.40	3.35	18.5	4.5
19.4272	19427.3	2.27	3.32	18.47	4.47
19.4285	19428.6	2.42	3.23	18.38	4.38
19.43	19430.1	2.40	3.04	18.19	4.19
19.4318	19431.9	2.58	2.91	18.06	4.06
19.4342	19434.3	2.76	2.86	18.01	4.01
19.4372	19437.3	2.50	2.75	17.9	3.9
19.4405	19440.6	2.53	2.74	17.89	3.89
19.4439	19444.0	2.59	2.79	17.94	3.94
19.447	19447.1	2.61	2.69	17.84	3.84
19.4498	19449.9	2.67	2.67	17.82	3.82
19.452	19452.1	2.68	2.87	18.02	4.02
19.4539	19454.0	2.56	2.72	17.87	3.87
19.4551	19455.2	2.23	2.85	18	4
19.4567	19456.8	2.88	3.08	18.23	4.23
19.4579	19458.0	2.44	3.14	18.29	4.29
19.4593	19459.4	2.24	2.95	18.1	4.1
19.4606	19460.7	2.45	3.22	18.37	4.37
19.4624	19462.5	2.58	3.28	18.43	4.43
19.4645	19464.6	2.38	3.29	18.44	4.44
19.4664	19466.5	2.33	3.08	18.23	4.23
19.4684	19468.5	2.21	3.13	18.28	4.28
19.4708	19470.9	2.85	2.90	18.05	4.05
19.4727	19472.8	2.48	2.97	18.12	4.12
19.4746	19474.7	2.81	3.01	18.16	4.16
19.4769	19477.0	2.20	3.02	18.17	4.17
19.4787	19478.8	2.14	3.17	18.32	4.32
19.4806	19480.7	2.84	3.47	18.62	4.62
19.4827	19482.8	2.19	3.18	18.33	4.33
19.4845	19484.6	2.25	3.03	18.18	4.18
19.4865	19486.6	2.75	3.28	18.43	4.43
19.4888	19488.9	2.41	3.30	18.45	4.45
19.4911	19491.2	2.38	3.35	18.5	4.5
19.4938	19493.9	2.14	3.73	18.88	4.88
19.4966	19496.7	2.16	3.88	19.03	5.03
19.499	19499.1	2.04	3.78	18.93	4.93
19.5012	19501.3	2.13	3.74	18.89	4.89
19.5028	19502.9	2.56	3.86	19.01	5.01
19.5045	19504.6	2.23	3.91	19.06	5.06
19.5061	19506.2	1.93	4.15	19.3	5.3
19.5081	19508.2	1.94	4.51	19.66	5.66
19.51	19510.1	1.69	4.54	19.69	5.69
19.5122	19512.3	1.88	4.73	19.88	5.88
19.5139	19514.0	2.17	4.54	19.69	5.69
19.5156	19515.7	1.58	4.59	19.74	5.74
19.5171	19517.2	2.29	4.26	19.41	5.41
19.5185	19518.6	1.60	4.42	19.57	5.57
19.5199	19520.0	2.50	3.98	19.13	5.13
19.5215	19521.6	1.86	4.01	19.16	5.16
19.5231	19523.2	2.42	3.59	18.74	4.74
19.5255	19525.6	2.23	3.59	18.74	4.74
19.528	19528.1	2.38	3.35	18.5	4.5
19.5309	19531.0	2.50	3.49	18.64	4.64
19.5337	19533.8	2.32	3.36	18.51	4.51
19.5366	19536.7	2.16	3.50	18.65	4.65
19.539	19539.1	2.46	3.71	18.86	4.86
19.5418	19541.9	2.13	3.76	18.91	4.91
19.5446	19544.7	2.10	3.79	18.94	4.94
19.5479	19548.0	2.22	4.02	19.17	5.17
19.5509	19551.0	2.10	4.02	19.17	5.17
19.5538	19553.9	2.04	4.01	19.16	5.16
19.5566	19556.7	2.12	4.05	19.2	5.2
19.5594	19559.5	2.13	4.00	19.15	5.15
19.5619	19562.0	2.15	3.81	18.96	4.96
19.5646	19564.7	2.18	3.65	18.8	4.8
19.5676	19567.7	2.40	3.32	18.47	4.47
19.5704	19570.5	2.42	3.20	18.35	4.35
19.5731	19573.2	2.75	3.12	18.27	4.27
19.5756	19575.7	2.38	3.14	18.29	4.29
19.5784	19578.5	2.33	3.24	18.39	4.39
19.5807	19580.8	2.36	3.41	18.56	4.56
19.5828	19582.9	2.23	3.60	18.75	4.75
19.5857	19585.8	2.44	3.75	18.9	4.9
19.5892	19589.3	2.02	3.68	18.83	4.83
19.592	19592.1	2.04	3.61	18.76	4.76
19.595	19595.1	2.50	3.83	18.98	4.98
19.5979	19598.0	2.35	3.95	19.1	5.1
19.5997	19599.8	2.04	3.84	18.99	4.99
19.6021	19602.2	1.78	3.91	19.06	5.06
19.6051	19605.2	2.26	4.24	19.39	5.39
19.608	19608.1	2.36	4.12	19.27	5.27
19.6106	19610.7	1.74	3.72	18.87	4.87
19.6133	19613.4	2.26	4.03	19.18	5.18
19.6157	19615.8	2.53	4.05	19.2	5.2
19.6179	19618.0	1.67	3.94	19.09	5.09
19.6202	19620.3	2.34	3.91	19.06	5.06
19.6239	19624.0	1.93	4.03	19.18	5.18
19.6279	19628.0	2.33	3.64	18.79	4.79
19.6311	19631.2	2.29	3.94	19.09	5.09
19.6345	19634.6	2.41	3.87	19.02	5.02
19.6377	19637.8	1.78	4.17	19.32	5.32
19.6401	19640.2	2.05	4.33	19.48	5.48
19.6424	19642.5	1.78	4.43	19.58	5.58
19.6449	19645.0	1.98	4.11	19.26	5.26
19.6472	19647.3	2.22	4.18	19.33	5.33
19.6493	19649.4	2.39	4.12	19.27	5.27
19.6511	19651.2	1.92	4.08	19.23	5.23
19.6529	19653.0	1.89	4.08	19.23	5.23
19.6546	19654.7	2.06	4.27	19.42	5.42
19.6556	19655.7	2.22	4.28	19.43	5.43
19.6571	19657.2	2.02	4.09	19.24	5.24
19.6586	19658.7	1.91	3.81	18.96	4.96
19.6599	19660.0	2.25	3.66	18.81	4.81
19.6615	19661.6	2.59	3.50	18.65	4.65
19.6634	19663.5	2.50	3.43	18.58	4.58
19.6651	19665.2	2.31	3.32	18.47	4.47
19.6669	19667.0	2.05	3.54	18.69	4.69
19.6688	19668.9	2.45	3.51	18.66	4.66
19.6705	19670.6	2.17	3.59	18.74	4.74
19.6723	19672.4	2.57	3.25	18.4	4.4
19.6739	19674.0	2.15	3.42	18.57	4.57
19.6753	19675.4	2.69	3.42	18.57	4.57
19.6766	19676.7	2.13	3.61	18.76	4.76
19.6779	19678.0	2.17	3.33	18.48	4.48
19.6793	19679.4	2.22	3.59	18.74	4.74
19.6807	19680.8	2.67	3.15	18.3	4.3
19.6827	19682.8	2.20	3.11	18.26	4.26
19.6844	19684.5	2.95	2.78	17.93	3.93
19.6866	19686.7	2.26	2.65	17.8	3.8
19.6883	19688.4	2.83	2.66	17.81	3.81
19.6907	19690.8	2.91	3.27	18.42	4.42
19.693	19693.1	2.18	2.92	18.07	4.07
19.6954	19695.5	1.81	3.47	18.62	4.62
19.6977	19697.8	2.92	3.55	18.7	4.7
19.7003	19700.4	1.80	3.77	18.92	4.92
19.7023	19702.4	2.76	3.43	18.58	4.58
19.7044	19704.5	1.76	3.99	19.14	5.14
19.7064	19706.5	2.45	3.65	18.8	4.8
19.7082	19708.3	1.88	4.11	19.26	5.26
19.7099	19710.0	2.44	3.60	18.75	4.75
19.7121	19712.2	1.89	3.53	18.68	4.68
19.7144	19714.5	2.72	3.29	18.44	4.44
19.7172	19717.3	2.58	3.28	18.43	4.43
19.7207	19720.8	2.32	2.82	17.97	3.97
19.7244	19724.5	2.46	2.79	17.94	3.94
19.7278	19727.9	2.76	3.24	18.39	4.39
19.7309	19731.0	2.78	3.03	18.18	4.18
19.7342	19734.3	1.73	2.91	18.06	4.06
19.7375	19737.6	2.71	3.43	18.58	4.58
19.7403	19740.4	2.69	3.50	18.65	4.65
19.7438	19743.9	1.78	3.03	18.18	4.18
19.7469	19747.0	2.65	3.42	18.57	4.57
19.7492	19749.3	2.62	3.77	18.92	4.92
19.7512	19751.3	1.98	3.37	18.52	4.52
19.7531	19753.2	2.03	3.67	18.82	4.82
19.7543	19754.4	2.53	3.85	19	5
19.7557	19755.8	2.08	3.67	18.82	4.82
19.7574	19757.5	2.29	3.52	18.67	4.67
19.7592	19759.3	2.32	3.59	18.74	4.74
19.7617	19761.8	2.30	3.45	18.6	4.6
19.764	19764.1	2.40	3.44	18.59	4.59
19.7663	19766.4	2.35	3.43	18.58	4.58
19.7687	19768.8	2.31	3.26	18.41	4.41
19.7708	19770.9	2.34	3.15	18.3	4.3
19.7728	19772.9	2.62	3.09	18.24	4.24
19.7747	19774.8	2.60	2.98	18.13	4.13
19.7767	19776.8	2.47	2.99	18.14	4.14
19.7786	19778.7	2.50	3.02	18.17	4.17
19.7806	19780.7	2.32	3.03	18.18	4.18
19.7824	19782.5	2.58	2.95	18.1	4.1
19.7844	19784.5	2.58	3.04	18.19	4.19
19.7865	19786.6	2.61	3.04	18.19	4.19
19.7883	19788.4	2.33	3.20	18.35	4.35
19.7908	19790.9	2.33	3.52	18.67	4.67
19.7934	19793.5	2.28	3.70	18.85	4.85
19.7968	19796.9	1.98	3.70	18.85	4.85
19.7999	19800.0	2.26	3.76	18.91	4.91
19.8034	19803.5	2.34	3.65	18.8	4.8
19.8058	19805.9	2.22	3.58	18.73	4.73
19.8079	19808.0	2.49	3.57	18.72	4.72
19.8096	19809.7	2.11	3.55	18.7	4.7
19.811	19811.1	2.28	3.47	18.62	4.62
19.8127	19812.8	2.36	3.67	18.82	4.82
19.8144	19814.5	2.38	3.42	18.57	4.57
19.8165	19816.6	2.11	3.29	18.44	4.44
19.8182	19818.3	2.59	3.49	18.64	4.64
19.8204	19820.5	2.52	3.73	18.88	4.88
19.8227	19822.8	1.98	3.58	18.73	4.73
19.8248	19824.9	1.94	3.91	19.06	5.06
19.8269	19827.0	2.39	4.20	19.35	5.35
19.829	19829.1	1.96	4.19	19.34	5.34
19.8305	19830.6	1.98	4.01	19.16	5.16
19.8318	19831.9	2.00	4.21	19.36	5.36
19.8332	19833.3	2.28	4.00	19.15	5.15
19.8347	19834.8	2.02	3.79	18.94	4.94
19.8362	19836.3	2.35	3.84	18.99	4.99
19.8385	19838.6	2.37	3.80	18.95	4.95
19.8406	19840.7	1.90	3.92	19.07	5.07
19.8427	19842.8	2.36	3.87	19.02	5.02
19.8449	19845.0	1.79	3.70	18.85	4.85
19.8473	19847.4	2.44	3.75	18.9	4.9
19.8491	19849.2	2.69	3.58	18.73	4.73
19.852	19852.1	1.81	3.29	18.44	4.44
19.8556	19855.7	2.69	3.37	18.52	4.52
19.8591	19859.2	2.32	3.58	18.73	4.73
19.8624	19862.5	2.29	3.59	18.74	4.74
19.8658	19865.9	2.30	3.91	19.06	5.06
19.8686	19868.7	1.79	3.85	19	5
19.8711	19871.2	2.10	3.95	19.1	5.1
19.8728	19872.9	2.43	4.17	19.32	5.32
19.8747	19874.8	2.10	3.86	19.01	5.01
19.8765	19876.6	1.89	3.87	19.02	5.02
19.8781	19878.2	2.36	4.00	19.15	5.15
19.8795	19879.6	2.09	3.88	19.03	5.03
19.8813	19881.4	2.19	3.73	18.88	4.88
19.8834	19883.5	2.32	3.83	18.98	4.98
19.8853	19885.4	2.18	3.75	18.9	4.9
19.8871	19887.2	2.17	3.86	19.01	5.01
19.8894	19889.5	2.23	4.11	19.26	5.26
19.8913	19891.4	1.98	4.04	19.19	5.19
19.8928	19892.9	1.86	3.94	19.09	5.09
19.8946	19894.7	2.31	4.07	19.22	5.22
19.8967	19896.8	2.36	4.07	19.22	5.22
19.8984	19898.5	1.98	3.70	18.85	4.85
19.9003	19900.4	1.99	3.98	19.13	5.13
19.9025	19902.6	2.54	4.30	19.45	5.45
19.9049	19905.0	1.80	4.46	19.61	5.61
19.9064	19906.5	1.76	4.40	19.55	5.55
19.9082	19908.3	1.68	4.86	20.01	6.01
19.9101	19910.2	2.10	4.87	20.02	6.02
19.9119	19912.0	1.67	4.62	19.77	5.77
19.9133	19913.4	1.78	4.58	19.73	5.73
19.9148	19914.9	2.24	4.64	19.79	5.79
19.9162	19916.3	1.74	4.67	19.82	5.82
19.9176	19917.7	2.00	4.40	19.55	5.55
19.9192	19919.3	1.61	4.33	19.48	5.48
19.9214	19921.5	2.29	4.14	19.29	5.29
19.9236	19923.7	2.37	3.89	19.04	5.04
19.9261	19926.2	2.10	3.49	18.64	4.64
19.9289	19929.0	2.47	3.58	18.73	4.73
19.931	19931.1	2.35	3.46	18.61	4.61
19.9331	19933.2	2.13	3.55	18.7	4.7
19.9353	19935.4	2.58	3.42	18.57	4.57
19.9371	19937.2	1.94	3.74	18.89	4.89
19.9387	19938.8	2.72	3.53	18.68	4.68
19.9404	19940.5	1.75	3.98	19.13	5.13
19.9421	19942.2	2.51	3.69	18.84	4.84
19.9437	19943.8	1.75	4.18	19.33	5.33
19.9455	19945.6	2.47	3.71	18.86	4.86
19.9472	19947.3	1.80	4.05	19.2	5.2
19.9492	19949.3	2.64	3.60	18.75	4.75
19.9511	19951.2	1.88	3.90	19.05	5.05
19.953	19953.1	2.58	3.82	18.97	4.97
19.9544	19954.5	1.92	3.94	19.09	5.09
19.9562	19956.3	1.94	4.02	19.17	5.17
19.9577	19957.8	2.41	4.13	19.28	5.28
19.9594	19959.5	1.73	4.22	19.37	5.37
19.9611	19961.2	2.38	3.96	19.11	5.11
19.9633	19963.4	1.76	3.98	19.13	5.13
19.965	19965.1	2.42	3.99	19.14	5.14
19.9679	19968.0	2.37	3.91	19.06	5.06
19.9709	19971.0	1.71	3.59	18.74	4.74
19.9744	19974.5	2.54	3.67	18.82	4.82
19.9773	19977.4	2.35	3.59	18.74	4.74
19.9807	19980.8	2.28	3.50	18.65	4.65
19.9829	19983.0	2.51	3.68	18.83	4.83
19.9844	19984.5	1.88	3.81	18.96	4.96
19.9858	19985.9	2.21	3.81	18.96	4.96
19.9873	19987.4	2.10	3.89	19.04	5.04
19.9882	19988.3	2.28	3.71	18.86	4.86
19.9891	19989.2	2.37	3.68	18.83	4.83
19.9905	19990.6	2.21	3.77	18.92	4.92
19.9917	19991.8	2.27	4.03	19.18	5.18
19.9932	19993.3	1.93	4.31	19.46	5.46
19.9948	19994.9	1.78	4.50	19.65	5.65
19.9972	19997.3	1.86	4.39	19.54	5.54
19.9989	19999.0	1.85	4.55	19.7	5.7
20.0006	20000.7	2.48	4.19	19.34	5.34
20.0023	20002.4	1.63	4.24	19.39	5.39
20.0042	20004.3	2.44	3.87	19.02	5.02
20.0056	20005.7	1.78	4.26	19.41	5.41
20.0077	20007.8	2.54	4.16	19.31	5.31
20.0097	20009.8	1.74	4.14	19.29	5.29
20.012	20012.1	1.82	3.84	18.99	4.99
20.0144	20014.5	2.49	3.95	19.1	5.1
20.0166	20016.7	2.34	3.99	19.14	5.14
20.0185	20018.6	2.32	3.85	19	5
20.0206	20020.7	1.67	4.02	19.17	5.17
20.0227	20022.8	2.08	4.26	19.41	5.41
20.0244	20024.5	2.18	4.32	19.47	5.47
20.0263	20026.4	1.88	4.15	19.3	5.3
20.0281	20028.2	2.22	4.24	19.39	5.39
20.03	20030.1	1.99	4.25	19.4	5.4
20.0312	20031.3	1.90	4.23	19.38	5.38
20.0325	20032.6	2.17	4.46	19.61	5.61
20.0338	20033.9	1.92	4.55	19.7	5.7
20.0352	20035.3	1.78	4.39	19.54	5.54
20.0364	20036.5	1.82	4.71	19.86	5.86
20.0375	20037.6	2.21	4.75	19.9	5.9
20.0389	20039.0	1.57	4.68	19.83	5.83
